category_id,category_name
101327,Phụ Kiện Tập Luyện
101328,Đồ Bảo Hộ Gym
101330,Giấy Gói Quà
101331,Hộp Quà Tặng
101332,Túi Quà Tặng
101333,Ruy Băng
101334,Xốp Chống Sốc
101335,Hộp Carton
101336,Khác
100825,Trà & trà túi lọc
100826,Thức uống Sô cô la
100827,Nước tăng lực
100828,Nước tinh khiết
100829,Nước trái cây lên men
100830,Siro pha
100831,Nước có ga
100832,Bột pha
100833,Đồ tráng miệng
100834,Trà thảo mộc
100835,Topping
100836,Sữa thực vật
101593,Sữa tươi
101594,Sữa tiệt trùng
101595,Sữa đặc
101596,Sữa bột
100557,Giày thể thao/ sneaker
100588,Giày bale
100589,Giày lười
100590,Giày Oxford & Giày buộc dây
100591,Giày sục & Giày búp bê
100559,Giày cao gót
100560,Giày đế xuồng
100593,Xăng-đan đế bằng
100594,Dép kẹp/ dép xỏ ngón
100595,Dép mát-xa
100596,Dép đi trong nhà
100599,Miếng lót giày
100600,Cây đón gót & Giữ form giày
100601,Đồ chăm sóc và làm sạch giày
100602,Dây giày
100564,Ba lô
101306,Giày Bóng Đá
101307,Giày Thể Thao Trẻ Em
101308,Giày Thể Thao Khác
101309,Bộ Đồ Thể Thao
101310,Áo Khoác
101311,Áo Thể Thao
101312,Áo CLB
101313,Quần Thể Thao
101897,Quần Bơi
101898,Bộ Bikini
101899,Đồ Bơi Một Mảnh
101900,Áo Bơi Kín
101315,Áo Lót Thể Thao
101316,Thời Trang Thể Thao Trẻ Em
101318,Đồng Hồ Bấm Giây & Máy Đếm Bước Chân
101319,Túi Đựng Giày
100808,Gói/ bột gia vị
100809,Phụ gia thực phẩm
100810,Bột phủ
100811,Khác
100812,Hương liệu
100813,Bột nở và muối nở
100814,Bột pha sẵn
100815,Bột mì
100816,Chất tạo màu
100817,Đồ trang trí
100818,Khác
100819,Mật ong và siro
100820,Mứt
100821,Ngũ cốc
100822,Thanh dinh dưỡng
100824,Cà phê
102027,Súp hộp
102028,Khác
100802,Rau củ ngâm
100803,Dầu ăn
101584,Tiêu
101585,Muối
101586,Gia vị & Thảo mộc
101587,Các loại sốt
101588,Ớt & sa tế
101589,Giấm
101590,Rượu nấu ăn
101591,Nước chấm
101592,Khác
100805,Đường
100806,Chất tạo ngọt
100807,Sốt & súp ăn liền
101891,Dây Nhảy
101892,Bóng Tập Yoga & Gym
101893,Máy Tập
101894,Con Lăn Tập Bụng
101895,Xà & Dụng Cụ Chống Đẩy
101896,Khác
101296,Ném Phi Tiêu
101297,Môn Thể Thao Khác
101298,Giày Bóng Rổ
101299,Giày Chạy Bộ
101300,Giày Tập Luyện
101301,Giày Tennis
101302,Giày Bóng Chuyền
101303,Giày Cầu Lông
101304,Giày Futsal
101305,Giày Dã Ngoại
100216,Chuông cửa
100217,Công tắc
100218,Thiết bị báo động nhà ở
100219,Thiết bị chống sấm sét
100043,Pin
100045,Thiết bị điều khiển từ xa
100255,Bốt thời trang
100256,Bốt đi mưa
100257,Bốt bảo hộ
100064,Giày thể thao/ Sneakers
100065,Giày sục
100066,Giày tây lười
100067,Giày Oxfords & Giày buộc dây
100259,Dép xỏ ngón
100260,Xăng-đan
100261,Dép đi trong nhà
100162,Mặt dây chuyền và Charm
100163,Măng sét nam
100164,Hình xăm dán
100165,Khẩu trang thời trang
100166,Khăn tay
100167,Khác
100035,Bộ phụ kiện
100168,Máy chiếu & Màn hình chiếu
100169,Bút trình chiếu
100170,Khác
100171,Thiết bị vệ sinh chân & Thư giãn
100172,Máy tăm nước
100173,Máy may & Phụ kiện
100454,Điện thoại có dây
100455,Điện thoại không dây
100456,Máy fax
101288,Bóng Bầu Dục
101289,Bida
101290,Lướt Ván
101291,Trượt Tuyết & Thể Thao Mùa Đông
101878,Mũ Bơi
101879,Kính Bơi
101880,Ván Tập Bơi
101881,Đèn Lặn
101882,Mặt Nạ Lặn
101883,Chân Vịt Lặn
101884,Áo Phao
101293,Chèo Thuyền
101886,Thảm Yoga
101887,Dụng Cụ Hỗ Trợ Yoga
101888,Dây Đàn Hồi
101890,Tạ Tập
100365,Quần yếm
100367,Áo khoác mùa đông
100368,Áo choàng
100369,Áo blazer
100370,Áo khoác ngoài
100371,Áo vest
100108,Áo len
100373,Áo khoác nỉ
100374,Áo hoodies
100376,Bộ đồ đôi
100377,Bộ đồ gia đình
100378,Đồ lẻ
100380,Bộ đồ lót
100381,Áo ngực
100382,Quần lót
100383,Đồ lót giữ nhiệt
101646,Son làm căng môi
100884,Tẩy trang
101649,Bông tẩy trang
101650,Túi đựng đồ trang điểm
101651,Gương
101652,Dung dịch làm sạch cọ trang điểm
101653,Cọ trang điểm
101654,Bông mút trang điểm
101655,Kẹp bấm mi
101656,Khuôn kẻ chân mày
101657,Mi giả
101658,Miếng dán mí & keo dán mí
101659,Chuốt chì kẻ mày
101660,Máy xông mặt
101661,Dụng cụ làm thon gọn & mát xa mặt
101662,Dụng cụ rửa mặt
101863,Lưới Tennis
101864,Khác
101865,Banh Bóng Bàn
101866,Vợt Bóng Bàn
101867,Lưới Bóng Bàn
101869,Bao Cát & Đệm
101870,Đai Võ
101871,"Găng Tay, Bao Tay & Mũ Bảo Hộ"
101873,Bóng Golf
101874,Gậy Golf
101875,Đồ Bảo Hộ & Luyện Tập
101876,Túi Đựng Dụng Cụ Golf
101877,Khác
101285,Bóng Chày & Bóng Ném
101286,Bóng Quần
101287,Bắn Súng & Game Sinh Tồn
100133,Chăm sóc tai
100438,Bàn chải đánh răng
100439,Bàn chải điện & phụ kiện
100440,Kem đánh răng
100441,Chỉ nha khoa
100442,Nước súc miệng
100443,Răng giả và phụ kiện
100444,Hỗ trợ trắng răng
100445,Dụng cụ hỗ trợ chỉnh nha
100446,Khác
100135,Tã người lớn
100447,Băng vệ sinh có cánh & không cánh
100448,Tampon
100449,Que thử thai
100450,Cốc nguyệt san
100451,Dung dịch vệ sinh phụ nữ
100175,Bàn là khô & Hơi nước
100458,Máy lọc không khí
100459,Máy hút ẩm
100177,Máy hút bụi & Thiết bị làm sạch sàn
100178,Khác
100461,Máy giặt
100462,Máy sấy quần áo
100180,Máy nước nóng
100464,Điều hòa
100465,Máy làm mát không khí & Điều hoà cầm tay
100466,Quạt
100182,Thiết bị sấy khô nệm & Giày
100183,Máy sưởi
100185,Tivi
100186,Ăng ten Tivi
100187,Tivi box & Đầu thu kỹ thuật số
101841,Xe Điện Cân Bằng
101842,Nón Bảo Hiểm & Đồ Bảo Hộ
101847,Bóng
101848,Găng Tay & Ống Đồng
101849,Khung Thành & Lưới
101851,Banh Bóng Rổ
101852,Khung Lưới Bóng Rổ
101853,Vật Dụng Khác
101854,Banh Bóng Chuyền
101855,Lưới Bóng Chuyền
101857,Vợt Cầu Lông
101858,Quả Cầu
101859,Lưới Cầu Lông
101860,Khác
101861,Vợt Tennis
101862,Banh Tennis
101826,Mũ Bảo Hiểm Xe Đạp
101827,Khác
101828,Dụng Cụ Nấu Ăn Dã Ngoại
101829,Đèn & Đèn Pin
101830,Lều & Phụ Kiện
101831,Túi Ngủ
101832,Ống Nhòm & Kính Thiên Văn
101833,La Bàn
101834,Dao & Bộ Dụng Cụ Cắm Trại
101835,Võng
101836,Gậy Đi Bộ
101837,Thảm & Giỏ Dã Ngoại
101838,Khác
101274,Leo Núi
101839,Ván Trượt & Giày Patin
101840,Scooters & Xe Đạp 1 Bánh
100286,Bộ phát Wifi bỏ túi
100485,Pin
100486,Sạc dự phòng
100487,Vỏ sạc dự phòng
100488,Khác
100288,Phụ kiện cho đồng hồ thông minh
100289,Miếng dán màn hình
100489,"Vỏ bao, Ốp lưng & Miếng dán máy tính bảng"
100490,"Vỏ bao, Ốp lưng & Miếng dán điện thoại"
100491,Khác
100076,Bộ đàm
100077,Khác
100085,Vali
100320,Túi trống
100321,Túi gấp gọn
100322,Túi dây rút
101265,"Phông nền, biểu ngữ"
101266,Thiệp
101267,"Chén, đĩa dùng một lần"
101268,"Mũ, mặt nạ dự tiệc"
101269,Băng đeo chéo
101270,Khác
101816,Lưỡi Câu
101817,Cần câu
101818,Máy Dò Tìm Cá
101819,Dây Câu
101820,Mồi Câu
101821,Túi Đựng Dụng Cụ Câu
101822,Lưới Bắt Cá
101823,Khác
101824,Xe Đạp
101825,Phụ Tùng & Phụ Kiện Xe Đạp
101248,Khác
100719,Đèn
101249,Két sắt
101251,"Khóa, ổ khóa"
101253,Mắc áo
101254,"Hộp đựng, giỏ đựng đồ"
101255,"Kệ giày, hộp giày"
101256,Móc treo
101257,"Túi giặt, giỏ đựng quần áo"
101258,Kệ sách để bàn
101259,Sắp xếp tủ quần áo
101260,Hộp đựng trang sức
101261,Hộp khăn giấy
101262,Khác
101263,Bong bóng
101264,Kẹp gỗ
100614,Dây đồng hồ
100615,Dụng cụ sửa chữa
100616,Khóa đồng hồ
100617,Pin đồng hồ
100618,Hộp đựng đồng hồ
100619,Khác
100578,Tai nghe nhét tai & chụp tai
100620,MP3 & MP4
100621,"CD, DVD & Bluray"
100622,Máy ghi âm
100623,Radio & Cát-sét
100580,Micro thu âm
100581,Amply và đầu chỉnh âm
100625,Loa
100626,Hệ thống âm thanh giải trí tại gia
100627,Thu sóng AV
101231,Dụng cụ đo lường
101232,Dụng cụ lọc
101233,"Bàn nạo, dụng cụ bào, cắt"
101234,Cân nhà bếp
101235,Dụng cụ hút chân không
101237,Khác
101238,Bình nước
101239,Bộ ấm trà
101240,"Cốc, ly, tách uống nước"
101241,Bình nước & phụ kiện
101242,Tô
101243,Dĩa
101244,Bộ dao kéo
101245,Ống hút
101246,Lồng bàn
101247,"Khay, tấm lót bàn ăn"
101815,Khác
101216,Lò nướng & phụ kiện
101217,Dụng cụ nướng & trang trí bánh
101218,Chảo
101219,Nồi
101220,Hộp đựng thực phẩm
101221,Màng bọc thực phẩm
101222,Giấy bạc
101223,"Dụng cụ pha trà, cà phê"
101224,Kệ để đồ nhà bếp
101225,Tạp dề & găng tay nấu nướng
101226,Cây vét bột & đồ gắp thức ăn
101227,Thớt
101228,Dao & kéo
101229,Phới đánh trứng
101230,Dụng cụ mở hộp
101612,Mặt nạ cho chân
101613,"Kem dưỡng, dầu dưỡng & sữa dưỡng"
101614,Khác
101615,Sơn nền & sơn bóng
102029,Sơn móng
102030,Dụng cụ tẩy sơn móng
102031,Dưỡng móng
102032,Móng giả
102033,Hình dán móng
102034,Dụng cụ & thiết bị làm móng
100869,Dầu gội
100870,Thuốc nhuộm tóc
100871,Sản phẩm dưỡng tóc
100872,Dầu xả
100873,Sản phẩm tạo kiểu tóc
100874,Khác
100227,Áo nỉ
100049,Áo len
100229,Áo khoác mùa đông & Áo choàng
100230,Áo khoác
100231,Áo khoác vest
100233,Bộ Com lê
100234,Áo Khoác & Blazer
100235,Quần âu
100236,Áo vest & Gi lê
100238,Quần túi hộp
100239,Quần jogger
100240,Quần dài
100053,Quần đùi
100242,Áo sơ mi
100243,Áo polo
100244,Áo thun
101670,Mặt nạ cho mắt
101671,Tinh chất dưỡng mày & mi
101673,Son dưỡng môi
101674,Tẩy tế bào chết môi
101675,Mặt nạ cho môi
100901,Kem chống nắng cho mặt
100902,Kem dưỡng sau chống nắng
100903,Giấy thấm dầu
100904,Sản phẩm trị mụn
100665,Bộ sản phẩm làm đẹp
102003,Xà phòng & sữa tắm
102004,Tẩy tế bào chết cơ thể
102005,Mặt nạ ủ cơ thể
102006,Dầu dưỡng da
102007,Kem & sữa dưỡng thể
102008,Khử mùi cơ thể
101200,Dây phơi & giá phơi quần áo
101201,Bàn chải vệ sinh
101202,Chổi
101203,Chổi phủi bụi
101204,Cây lau nhà
101205,"Chậu, xô & gáo nước"
101206,"Miếng bọt biển, miếng chà vệ sinh"
101207,Thùng rác
101208,Túi nilon & túi rác
101209,Khăn vệ sinh
101210,Thuốc và dụng cụ diệt côn trùng
101211,"Khăn giấy, giấy ướt"
101212,Giấy vệ sinh
101812,Chất làm thơm quần áo
101813,Nước xả
101814,Nước giặt
101804,Máy đo điện & đồng hồ vạn năng
101805,Ống thăng bằng & bánh xe đo
101806,Máy đo khoảng cách
101807,Máy nén khí
101808,"Giấy nhám, máy chà nhám và phụ kiện"
101809,Dụng cụ hàn điện
101810,Máy thổi
101811,Khác
101192,Máy bơm nước & phụ kiện
101193,Máy bơm khí & phụ kiện
101194,Thang
101195,Xe đẩy
101196,"Mái hiên, bạt phủ"
101197,Vật liệu xây dựng
101198,Cửa & cửa sổ
101199,Khác
101184,Khác
101185,"Máy cắt cỏ, dụng cụ cắt cỏ"
101186,Keo & chất kết chính công nghiệp
101187,"Găng tay, kính bảo hộ & mặt nạ"
101188,Chậu rửa & vòi nước
101189,Mái & sàn
101190,Sơn & chất chống thấm tường
101794,Hộp dụng cụ cầm tay
101795,Dụng cụ đo lường
101796,Bộ cờ lê
101797,Búa
101798,Kìm
101799,"Đinh, vít & chốt"
101800,"Máy khoan, máy vặn vít & phụ kiện"
101801,"Cưa, máy cắt & máy mài"
101802,Máy rửa áp lực nước
100523,Dây áo lót
100524,Miếng mút rời
100525,Miếng dán ngực
100385,Đồ định hình
100386,Đồ lót bảo hộ
100387,Đồ lót gợi cảm
100389,Pyjama
100390,Váy ngủ
100391,"Áo choàng ngủ, Áo khoác kimono"
100393,Áo ngực cho con bú
100394,Đầm bầu
100395,Áo bầu
100396,Đồ mặc cho con bú
100397,Bộ đồ bầu
100398,"Quần bầu, Váy bầu"
100400,Áo
100401,Quần và chân váy
100402,Bộ
100403,Đầm
100404,Khác
100115,Đồ hóa trang
100407,Vải cotton
100408,Vải len
100409,"Vải nhung, lụa, satin"
100410,Vải da
100411,Vải nylon
100412,Vải denim
100413,Vải canvas
100417,Tất
100418,Quần tất
100047,Quần jean
100226,Áo hoodie
101167,Miếng chặn cửa
101168,"Giường, khung giường"
101169,Bàn
101170,Tủ quần áo
101171,"Ghế, ghế dài, ghế đẩu"
101172,Ghế sofa
101173,Tủ bếp
101174,Kệ & Giá
101176,Cây cảnh
101177,Trang trí vườn
101178,Đất trồng
101179,Phân bón
101180,Hạt giống & chất hỗ trợ trồng cây
101181,Chậu cây
101182,Hệ thống tưới nước
101183,Dụng cụ làm vườn
100093,Túi tote
100094,Túi quai xách
100095,Túi đeo chéo & Túi đeo vai
100338,Ví đựng thẻ
100339,Ví mini đựng tiền
100340,Ví đựng điện thoại & chìa khóa
100341,Ví gập
100342,Ví dài
100343,Ví khác
100344,Dây đeo túi
100345,Dụng cụ treo/đựng túi
100346,Charm và phụ kiện gắn túi
100347,Túi đa ngăn tiện ích
100348,Dụng cụ vệ sinh và chăm sóc túi
100585,Bốt đi mưa
100586,Bốt thời trang
101152,Khác
101153,Hoa trang trí
101154,Vỏ bọc nội thất
101155,"Rèm cửa, màn che"
101156,Khung ảnh & vật trang trí tường
101157,"Decal, tranh dán tường"
101158,Đồng hồ
101159,Thảm chùi chân
101160,Thảm trải sàn
101161,Bình trang trí
101162,Nến & đồ đựng nến
101163,Gương
101164,Khăn trải bàn
101165,Khác
100712,Túi làm ấm
101166,Đệm ngồi
100794,"Pudding, thạch & kẹo dẻo"
101574,Thịt khô
101575,Hoa quả sấy khô
101576,Chà bông
101577,Hải sản sấy khô
101578,Khác
101579,Đậu & ngũ cốc
101580,Hải sản sấy khô
101581,Thảo mộc truyền thống
101582,Khác
100797,Mì
100799,Mì Ý
101583,Trái cây đóng hộp
102024,Thịt hộp
102025,Hải sản đóng hộp
102026,Rau củ đóng hộp
100188,Giá treo tivi
100189,Khác
100190,Máy lọc nước
100191,Ấm đun siêu tốc
100192,Tủ ủ rượu
100193,"Máy ép, Xay sinh tố & Máy làm sữa đậu nành"
100194,Máy pha cà phê & Phụ kiện
100195,Máy trộn thực phẩm
100196,Máy rửa bát đĩa
100197,"Lò sưởi, Bếp từ & Bộ điều chỉnh gas"
100198,Nồi chiên không dầu
100199,Nồi chiên ngập dầu
100200,Lò vi sóng
100201,Lò nướng
100202,Máy nướng bánh
100203,Máy chế biến thực phẩm & Xay thịt
101793,Khác
101137,Vòi sen & vòi xịt vệ sinh
101138,Bông tắm
101139,Rèm cửa nhà tắm
101140,"Ghế nhà tắm, ghế chống trượt"
101141,Tay cầm an toàn
101142,Mũ tắm
101143,Khác
101144,Chiếu điều hòa
101145,"Tấm bảo vệ nệm, topper"
101146,"Chăn, mền"
101147,Gối
101148,"Ga trải giường, vỏ gối"
101149,Nệm
101150,Mùng/ Màn chống muỗi
101151,Gối ôm
101123,Gói hút ẩm
101124,Bóng thổi bụi
101125,Bút lau & bàn chải làm sạch ống kính
100705,Flycam
100706,Phụ kiện Flycam
101127,"Chất khử mùi, làm thơm"
101128,Tinh dầu thơm
101129,"Máy khuếch tán, tạo ẩm & xông tinh dầu"
101131,"Bồn cầu, ghế và nắp bồn cầu"
101132,"Kệ đựng bàn chải, kệ nhả kem đánh răng"
101133,Kệ đựng xà phòng
101134,Kệ để đồ phòng tắm
101135,Bồn tắm
101790,Khăn tắm
101791,Khăn mặt
101792,Áo choàng tắm
100123,Chăm sóc mũi
100425,Băng gạc y tế
100426,Phụ kiện sơ cấp cứu
100427,Kem và thuốc mỡ
100428,Thuốc sát trùng & khử trùng y tế
100125,Ống nghe y tế
100127,Dụng cụ thí nghiệm
100128,Bao tay và khẩu trang y tế
100430,Nạng chống
100431,Xe lăn
100432,Dụng cụ nẹp và hỗ trợ khớp
100433,Trợ thính
100131,Dung dịch sát khuẩn tay
100435,Kính áp tròng
100436,Thuốc nhỏ mắt và ngâm áp tròng
100437,Khác
100350,Áo hai dây và ba lỗ
100351,Áo ống
100352,Áo thun
100353,Áo sơ mi
100354,Áo polo
100355,Áo liền thân
100357,Quần legging
100358,Quần dài
100360,Quần đùi
100361,Quần váy
100102,Váy
100103,Quần jeans
100104,Đầm
100105,Váy cưới
100363,Đồ bay (Jumpsuits)
100364,Đồ bay ngắn (playsuits)
101107,Kính lọc
101108,Loa che sáng ống kính
101109,Khác
101110,Đèn Flash
102021,Thiết bị kích đèn
102022,Dụng cụ tản sáng
101112,Tay cầm chống rung
101113,Thiết bị ánh sáng và phòng chụp
101114,Giấy & phim in ảnh
101115,Máy in ảnh
101116,Túi đựng máy ảnh
101117,Bộ sạc pin
101118,Đế pin
101119,Chân máy ảnh
101121,Tủ & hộp chống ẩm
101122,Bộ vệ sinh máy ảnh
101088,Game PS Vita
101089,Game PSP
101090,Game PC
101092,Máy ảnh kỹ thuật số
101093,Máy ảnh không gương lật
101094,Máy quay hành động
101095,Máy quay phim
101096,Máy ảnh chụp lấy liền
101097,Máy ảnh film
101098,Máy ảnh cơ/DSLRs
101100,Camera giám sát kết nối internet
101101,Đầu ghi hình
101102,Camera giả chống trộm
100701,Ống kính
101105,Ngàm ống kính & Ngàm chuyển đổi ống
101106,Nắp ống kính
101989,Miếng Dán & Ốp Laptop
101990,Đế Tản Nhiệt
101991,Bàn Laptop
101992,Miếng Dán Bàn Phím
101993,Pin Laptop
101994,Bộ Sạc Laptop
101995,Thiết Bị Truyền Hình Hội Nghị
101996,Bàn Di Chuột
101998,Chuột Máy Tính
101999,Bàn Phím Máy Tính
102000,Bảng Vẽ Điện Tử
102001,Khác
101942,Laptop
